element,web_name,team,pos,price,xp,sd,xmins,p_start,n_fix,fpl_ep_next,matched_prior,naive_recent6,eligible,xp_next,xp_total,p6,p10,p15
153,Disasi,CHE,DEF,4.5,3.284,2.225,84.0,1.0,1,1.7,True,3.5,1,3.28;3.37;2.89;3.82;2.89;3.16,19.41,23.8,1.9,0.2
338,Ampadu,LEE,MID,5.5,3.268,1.579,77.4,0.921,1,2.0,True,3.526,1,3.27;3.33;3.25;3.39;3.32;3.45,20.01,11.5,1.8,0.2
95,O.Dango,BRE,MID,6.5,3.255,2.404,58.9,0.658,1,2.3,True,3.579,1,3.26;2.90;3.26;2.85;3.14;3.01,18.42,22.5,3.0,0.4
25,Gyökeres,ARS,FWD,7.5,3.247,2.281,62.7,0.684,1,2.4,True,3.368,1,3.25;3.31;3.49;3.30;3.35;3.38,20.08,26.8,4.1,0.4
31,Konsa,ARS,DEF,4.5,3.245,2.034,75.2,0.895,1,1.7,True,2.632,1,3.24;2.72;2.59;3.07;2.47;2.88,16.97,27.5,1.3,0.1
463,Woltemade,NEW,FWD,6.0,3.241,2.229,62.7,0.686,1,2.0,True,3.086,1,3.24;2.96;2.99;2.87;2.91;2.78,17.75,25.8,3.8,0.4
204,Mitchell,CRY,DEF,4.5,3.239,2.091,80.6,0.947,1,1.7,True,3.553,1,3.24;2.91;3.20;3.71;2.95;3.62,19.63,27.6,1.9,0.1
260,Wilson,LEE,MID,6.5,3.229,2.141,72.8,0.842,1,2.3,True,4.421,1,3.23;3.36;3.26;3.45;3.34;3.67,20.31,20.1,2.2,0.3
412,Lammens,MUN,GKP,5.0,3.224,1.617,76.8,0.914,1,2.6,True,3.114,1,3.22;3.53;3.08;2.66;3.02;3.54,19.05,20.9,0.0,0
423,Shaw,MUN,DEF,4.5,3.221,1.994,84.0,1.0,1,1.7,True,2.974,1,3.22;3.59;3.10;2.71;3.05;3.66,19.33,23.7,1.5,0.0
12,Saka,ARS,MID,9.5,3.22,2.299,58.4,0.658,1,3.2,True,4.132,1,3.22;3.20;3.35;3.24;3.21;3.29,19.51,21.8,2.7,0.4
19,Zubimendi,ARS,MID,5.5,3.217,1.666,77.3,0.895,1,2.0,True,3.5,1,3.22;3.15;3.20;3.21;3.12;3.21,19.11,12.6,2.4,0.1
223,Mateta,CRY,FWD,6.5,3.208,2.318,58.9,0.658,1,2.1,True,3.0,1,3.21;3.60;3.30;3.21;3.15;3.41,19.88,25.1,4.0,0.4
535,Alderete,SUN,DEF,5.0,3.206,1.952,71.3,0.842,1,2.2,True,3.289,1,3.21;3.41;2.75;3.09;2.46;3.14,18.06,22.2,1.1,0.1
202,Richards,CRY,DEF,5.0,3.177,2.073,69.6,0.816,1,2.2,True,3.368,1,3.18;2.92;3.15;3.58;2.93;3.52,19.28,22.1,1.6,0.1
533,Mukiele,SUN,DEF,5.5,3.175,2.038,72.6,0.865,1,2.5,True,4.081,1,3.17;3.41;2.72;3.13;2.44;3.14,18.01,24.4,1.7,0.1
366,Wirtz,LIV,MID,7.5,3.171,2.233,62.8,0.711,1,2.6,True,3.289,1,3.17;3.35;3.03;3.42;3.02;3.40,19.39,20.6,2.4,0.3
211,Yeremy,CRY,MID,5.5,3.155,2.11,65.1,0.722,1,2.0,True,2.139,1,3.16;3.40;3.22;3.22;3.08;3.35,19.43,19.9,2.2,0.2
337,Aaronson,LEE,MID,5.5,3.129,1.963,70.0,0.789,1,2.0,True,3.316,1,3.13;3.24;3.15;3.32;3.22;3.49,19.55,16.8,1.6,0.2
156,Neto,CHE,MID,6.5,3.127,2.087,68.4,0.789,1,2.3,True,3.289,1,3.13;3.29;3.49;3.14;3.00;3.12,19.17,20.1,2.1,0.2
112,Van Hecke,TOT,DEF,5.0,3.127,2.185,79.6,0.947,1,2.2,True,3.895,1,3.13;3.65;3.55;3.94;3.86;3.09,21.22,22.9,1.8,0.2
387,O'Reilly,MCI,DEF,6.5,3.125,2.593,66.7,0.763,1,3.1,True,4.211,1,3.12;2.88;3.59;2.91;3.84;3.02,19.36,20.7,3.3,0.7
534,Hume,SUN,DEF,4.5,3.073,2.125,77.3,0.895,1,1.7,True,2.895,1,3.07;3.33;2.59;3.04;2.30;3.05,17.38,21.4,1.9,0.1
453,Barnes,NEW,MID,6.0,3.055,2.282,51.5,0.5,1,2.1,True,2.789,1,3.06;2.83;2.83;2.71;2.82;2.67,16.92,19.5,2.5,0.3
329,Rodon,LEE,DEF,4.5,3.053,1.929,74.0,0.868,1,1.7,True,2.868,1,3.05;3.01;2.72;3.10;3.03;2.62,17.53,22.0,1.0,0.1
97,Jensen,BRE,MID,5.5,3.035,1.89,62.7,0.684,1,2.0,True,2.579,1,3.04;2.75;3.04;2.71;2.92;2.84,17.3,17.1,1.5,0.1
140,Sánchez,CHE,GKP,5.0,3.011,1.553,77.4,0.921,1,2.6,True,2.974,1,3.01;3.03;2.49;3.53;2.68;2.89,17.63,18.4,0.0,0
231,Keane,EVE,DEF,5.0,3.001,2.023,66.2,0.763,1,2.2,True,3.447,1,3.00;2.56;2.96;3.15;3.38;3.08,18.13,20.0,1.3,0.1
250,Leno,FUL,GKP,4.5,2.996,1.53,84.0,1.0,1,1.9,True,3.211,1,3.00;3.58;3.24;2.87;3.10;3.45,19.24,18.5,0.0,0
491,Igor Jesus,NFO,FWD,6.0,2.995,1.964,66.6,0.737,1,2.0,True,3.0,1,2.99;3.05;3.09;2.94;2.90;2.87,17.84,21.3,2.5,0.2
428,Cunha,MUN,MID,8.0,2.982,2.03,66.2,0.763,1,2.8,True,3.763,1,2.98;3.16;3.09;3.32;3.15;3.37,19.07,16.9,1.6,0.2
497,Dubravka,TOT,GKP,4.0,2.98,1.417,77.4,0.921,1,1.0,True,2.526,1,2.98;3.37;3.38;3.68;3.58;2.87,19.86,14.3,0.0,0
384,Donnarumma,MCI,GKP,5.5,2.977,1.552,81.6,0.971,1,3.3,True,3.857,1,2.98;2.78;3.65;2.64;3.76;2.76,18.57,18.9,0.0,0
232,O'Brien,EVE,DEF,5.0,2.964,2.056,78.4,0.921,1,2.2,True,3.053,1,2.96;2.45;2.89;3.15;3.43;3.08,17.96,19.9,1.5,0.1
236,Dewsbury-Hall,EVE,MID,6.5,2.956,2.015,66.8,0.789,1,2.3,True,3.974,1,2.96;2.74;3.10;2.93;2.94;2.77,17.44,18.3,1.7,0.2
154,Palmer,CHE,MID,9.5,2.954,2.483,54.1,0.632,1,3.2,True,3.0,1,2.95;3.16;3.44;2.94;2.82;2.96,18.27,22.7,2.9,0.4
127,Gomez,BHA,MID,5.0,2.942,2.205,60.6,0.684,1,1.5,True,2.553,1,2.94;2.69;2.83;2.64;3.34;2.81,17.25,18.8,2.0,0.3
208,Sarr,CRY,MID,6.5,2.94,2.347,55.2,0.632,1,2.3,True,3.079,1,2.94;3.21;3.01;3.00;2.86;3.15,18.17,20.1,2.3,0.3
96,Damsgaard,BRE,MID,5.5,2.937,1.892,57.8,0.632,1,2.0,True,2.974,1,2.94;2.67;2.94;2.63;2.83;2.75,16.76,16.0,1.4,0.1
467,Sels,NFO,GKP,5.0,2.934,1.478,66.8,0.789,1,2.6,True,2.763,1,2.93;2.56;3.28;2.80;3.27;2.58,17.42,15.2,0.0,0
102,Yarmoliuk,BRE,MID,5.0,2.914,1.473,70.0,0.789,1,1.5,True,2.737,1,2.91;2.71;2.93;2.67;2.80;2.76,16.78,9.8,1.5,0.0
210,Wharton,CRY,MID,5.5,2.895,1.697,66.7,0.763,1,2.0,True,2.947,1,2.90;3.05;2.94;2.97;2.83;3.05,17.74,15.1,1.0,0.1
330,Bogle,LEE,DEF,4.5,2.895,2.118,71.8,0.842,1,1.7,True,2.526,1,2.89;2.88;2.59;2.99;2.90;2.59,16.84,18.4,2.0,0.2
371,Gravenberch,LIV,MID,6.0,2.883,1.541,76.2,0.895,1,2.1,True,3.789,1,2.88;3.03;2.86;3.06;2.79;2.98,17.6,11.3,0.6,0.1
398,Foden,MCI,MID,7.0,2.87,2.129,56.1,0.605,1,2.5,True,3.447,1,2.87;2.74;2.87;2.89;3.07;2.92,17.36,18.3,2.0,0.2
116,Dunk,BHA,DEF,4.5,2.868,2.065,69.6,0.816,1,1.7,True,2.632,1,2.87;2.11;2.70;2.71;2.60;2.86,15.85,19.2,1.4,0.1
249,Barry,EVE,FWD,5.5,2.862,2.016,55.4,0.553,1,1.8,True,2.5,1,2.86;2.69;3.04;2.80;2.75;2.63,16.77,22.3,2.7,0.2
372,Mac Allister,LIV,MID,5.5,2.848,1.81,71.7,0.816,1,2.0,True,2.842,1,2.85;3.00;2.79;3.04;2.74;2.98,17.4,13.8,1.1,0.1
399,Cherki,MCI,MID,7.5,2.844,2.073,49.4,0.5,1,2.6,True,3.553,1,2.84;2.72;2.83;2.87;3.03;2.90,17.19,17.7,2.0,0.2
431,Amad,MUN,MID,6.0,2.843,1.921,62.3,0.711,1,2.1,True,2.395,1,2.84;3.01;2.94;3.16;3.00;3.20,18.15,15.7,1.4,0.1
61,Truffert,BOU,DEF,5.5,2.842,1.908,84.0,1.0,1,2.5,True,4.342,1,2.84;4.01;3.28;3.59;3.66;2.98,20.36,14.2,1.4,0.1
519,Gallagher,TOT,MID,5.5,2.832,1.681,71.5,0.824,1,2.0,True,2.588,1,2.83;3.03;2.90;3.04;3.06;2.91,17.77,12.4,0.8,0.1
544,Xhaka,SUN,MID,5.5,2.804,1.36,71.8,0.842,1,2.0,True,3.263,1,2.80;2.99;2.78;3.16;2.80;2.95,17.48,9.5,1.1,0.0
417,Dalot,MUN,DEF,5.0,2.786,1.989,66.7,0.763,1,2.2,True,2.921,1,2.79;3.09;2.72;2.48;2.69;3.19,16.96,22.6,1.5,0.1
262,Smith Rowe,FUL,MID,5.5,2.769,1.962,56.5,0.579,1,2.0,True,2.105,1,2.77;2.72;2.74;2.74;2.86;2.59,16.42,14.9,1.4,0.1
248,Beto,EVE,FWD,5.5,2.759,2.049,48.1,0.447,1,1.8,True,2.737,0,2.76;2.59;2.94;2.69;2.65;2.52,16.15,22.3,2.8,0.2
265,Berge,FUL,MID,5.0,2.755,1.524,75.7,0.895,1,1.5,True,2.395,1,2.76;2.78;2.76;2.73;2.82;2.68,16.53,10.8,0.6,0.1
201,Muñoz,CRY,DEF,5.5,2.731,2.151,64.1,0.763,1,2.5,True,3.579,1,2.73;2.54;2.72;3.10;2.49;3.07,16.65,16.7,2.1,0.2
159,Caicedo,CHE,MID,5.5,2.72,1.476,71.3,0.842,1,2.0,True,2.895,1,2.72;2.80;2.85;2.77;2.63;2.71,16.48,10.3,0.5,0.0
455,Tonali,TOT,MID,5.5,2.715,1.536,70.6,0.816,1,2.0,True,2.132,1,2.72;2.90;2.78;2.91;2.92;2.78,17.01,11.3,0.6,0.0
14,Eze,ARS,MID,6.5,2.711,1.93,54.4,0.579,1,2.3,True,2.974,1,2.71;2.68;2.78;2.72;2.68;2.75,16.32,14.7,1.3,0.1
86,Lewis-Potter,BRE,MID,5.5,2.697,1.796,56.0,0.579,1,2.0,True,3.026,1,2.70;2.46;2.70;2.43;2.60;2.54,15.43,13.3,1.1,0.1
28,Martinez,AVL,GKP,5.0,2.684,1.371,70.7,0.842,1,2.6,True,3.158,1,2.68;2.78;3.15;3.30;3.16;2.95,18.02,12.3,0.0,0
233,Mykolenko,EVE,DEF,4.5,2.675,1.828,72.9,0.868,1,1.7,True,2.5,1,2.67;2.21;2.60;2.85;3.12;2.80,16.25,16.1,1.2,0.0
557,Tzolis,ARS,MID,6.5,2.654,1.778,60.7,0.675,1,2.3,False,2.0,0,2.65;2.61;2.69;2.65;2.60;2.67,15.87,13.3,1.0,0.1
335,Stach,LEE,MID,6.0,2.65,1.718,62.4,0.737,1,2.1,True,3.605,1,2.65;2.73;2.66;2.80;2.73;2.93,16.5,13.4,0.9,0.1
571,Florentino,IPS,MID,5.0,2.629,1.338,63.4,0.714,1,1.5,True,2.4,1,2.63;2.47;2.58;2.43;2.49;2.59,15.19,7.6,1.0,0.0
261,Iwobi,FUL,MID,5.5,2.612,1.729,64.1,0.763,1,2.0,True,2.711,1,2.61;2.60;2.60;2.58;2.70;2.47,15.56,14.3,0.9,0.1
45,McGinn,AVL,MID,5.5,2.607,1.836,62.9,0.737,1,2.0,True,2.711,1,2.61;3.10;2.52;2.75;2.66;2.69,16.33,15.1,1.2,0.1
377,Munoz,LIV,MID,6.5,2.596,1.808,60.7,0.675,1,2.3,False,2.0,0,2.60;2.74;2.52;2.78;2.49;2.74,15.87,13.8,1.1,0.1
594,David,BHA,FWD,6.0,2.577,2.023,50.2,0.55,1,2.0,False,2.0,0,2.58;2.42;2.48;2.27;3.05;2.43,15.23,17.9,2.2,0.2
569,Gonzalo,FUL,FWD,6.0,2.56,2.01,50.2,0.55,1,2.0,False,2.0,0,2.56;2.43;2.50;2.54;2.67;2.27,14.97,17.7,2.1,0.2
57,Petrović,BOU,GKP,4.5,2.557,1.297,84.0,1.0,1,1.9,True,3.263,1,2.56;3.71;3.02;3.29;3.29;2.72,18.59,12.2,0.0,0
222,Strand Larsen,CRY,FWD,6.0,2.557,1.726,62.7,0.684,1,2.0,True,1.974,1,2.56;2.78;2.61;2.56;2.53;2.67,15.71,16.4,1.5,0.1
130,Wieffer,BHA,DEF,5.0,2.541,1.983,52.4,0.605,1,2.2,True,2.474,1,2.54;1.96;2.40;2.38;2.43;2.51,14.22,17.2,1.4,0.1
457,J.Murphy,NEW,MID,6.0,2.515,1.879,49.4,0.5,1,2.1,True,2.158,0,2.51;2.36;2.35;2.27;2.36;2.25,14.1,13.9,1.3,0.1
389,Matheus N.,MCI,DEF,6.0,2.513,1.764,71.8,0.842,1,2.8,True,4.053,1,2.51;2.32;3.07;2.24;3.22;2.34,15.7,14.1,1.0,0.0
198,Henderson,CRY,GKP,5.0,2.506,1.406,61.3,0.73,1,2.0,True,3.447,1,2.51;2.18;2.46;2.86;2.30;2.75,15.06,12.1,0.0,0
32,Cash,AVL,DEF,4.5,2.491,1.919,75.7,0.895,1,1.7,True,3.079,1,2.49;2.82;2.91;3.18;2.99;2.79,17.18,15.2,1.4,0.1
8,Calafiori,ARS,DEF,5.5,2.488,2.117,50.7,0.579,1,2.5,True,2.868,0,2.49;2.17;2.13;2.39;2.03;2.29,13.5,18.7,1.6,0.2
532,Ballard,SUN,DEF,5.0,2.478,1.879,55.7,0.632,1,2.2,True,3.053,1,2.48;2.67;2.16;2.50;1.96;2.48,14.25,16.6,1.0,0.1
527,Richarlison,TOT,FWD,6.0,2.473,1.879,50.5,0.526,1,2.0,True,3.132,1,2.47;2.69;2.48;2.62;2.67;2.61,15.54,17.0,1.8,0.1
41,Buendía,AVL,MID,6.0,2.468,1.773,54.3,0.553,1,2.1,True,2.684,1,2.47;2.90;2.38;2.58;2.50;2.53,15.36,12.6,1.0,0.1
442,Pope,NEW,GKP,5.0,2.452,1.475,59.7,0.711,1,2.6,True,2.526,1,2.45;2.62;2.36;2.30;2.84;2.61,15.18,11.1,0.3,0.1
144,Gusto,CHE,DEF,5.0,2.443,1.941,61.7,0.684,1,2.2,True,2.526,1,2.44;2.53;2.23;2.80;2.16;2.36,14.52,12.9,1.4,0.1
123,Hinshelwood,BHA,MID,6.0,2.442,1.962,47.9,0.526,1,2.1,True,2.395,1,2.44;2.25;2.35;2.20;2.77;2.33,14.34,14.8,1.3,0.1
545,Sadiki,SUN,MID,5.0,2.44,1.317,72.9,0.868,1,1.5,True,2.105,1,2.44;2.60;2.40;2.73;2.41;2.56,15.14,7.8,0.3,0.0
136,Welbeck,CHE,FWD,6.0,2.432,2.016,47.4,0.513,1,1.5,True,3.316,1,2.43;2.60;2.87;2.37;2.35;2.45,15.07,17.3,2.1,0.2
552,Brobbey,SUN,FWD,6.0,2.383,1.7,57.9,0.629,1,2.0,True,2.629,1,2.38;2.68;2.48;3.10;2.59;2.69,15.92,14.9,1.3,0.1
482,Hudson-Odoi,NFO,MID,6.0,2.361,1.676,51.2,0.553,1,2.1,True,2.316,1,2.36;2.35;2.47;2.31;2.35;2.24,14.08,11.5,0.8,0.1
115,De Cuyper,BHA,DEF,4.5,2.343,1.931,44.4,0.447,1,1.7,True,2.211,0,2.34;1.87;2.22;2.16;2.36;2.29,13.24,16.4,1.3,0.1
449,Hall,NEW,DEF,5.0,2.341,1.853,56.2,0.632,1,2.2,True,2.079,1,2.34;2.41;2.19;2.09;2.59;2.34,13.96,17.0,1.2,0.1
125,Georginio,BHA,FWD,5.5,2.334,1.706,50.5,0.526,1,1.8,True,2.289,1,2.33;2.22;2.27;2.11;2.68;2.23,13.84,14.3,1.2,0.1
461,Touré,NEW,MID,6.0,2.324,1.812,50.2,0.55,1,2.1,False,2.0,0,2.32;2.19;2.17;2.09;2.19;2.08,13.04,13.1,1.0,0.1
336,Okafor,LEE,MID,6.0,2.315,1.868,48.0,0.514,1,2.1,True,2.946,0,2.32;2.41;2.34;2.48;2.40;2.64,14.59,13.3,1.0,0.1
108,Wilson,BRE,FWD,5.5,2.28,1.861,35.4,0.289,1,1.8,True,2.105,0,2.28;2.09;2.27;2.08;2.26;2.16,13.14,16.3,1.7,0.1
332,Justin,LEE,DEF,4.5,2.266,1.813,53.4,0.583,1,1.7,True,2.611,1,2.27;2.26;2.06;2.33;2.27;2.06,13.25,15.5,0.9,0.1
257,Bassey,FUL,DEF,4.5,2.259,1.849,62.9,0.737,1,1.7,True,2.711,1,2.26;2.64;2.42;2.16;2.36;2.51,14.35,12.7,0.9,0.1
9,Hincapie,ARS,DEF,5.5,2.253,1.643,50.9,0.571,1,2.5,True,2.486,1,2.25;1.93;1.85;2.14;1.77;2.03,11.97,15.3,0.6,0.0
358,Kerkez,LIV,DEF,5.5,2.23,1.793,63.4,0.711,1,2.5,True,2.237,1,2.23;2.75;2.54;2.72;2.05;2.21,14.5,11.5,0.8,0.1
484,Hutchinson,NFO,MID,5.5,2.22,1.575,46.2,0.459,1,2.0,True,2.216,1,2.22;2.21;2.31;2.18;2.20;2.11,13.23,10.0,0.7,0.0
129,Ayari,BHA,MID,5.5,2.191,1.576,48.9,0.526,1,2.0,True,2.579,1,2.19;2.04;2.13;2.03;2.38;2.12,12.89,9.7,0.6,0.0
488,I.Sangaré,NFO,MID,5.0,2.186,1.396,56.8,0.658,1,1.5,True,2.342,1,2.19;2.16;2.28;2.15;2.20;2.08,13.06,8.4,0.4,0.0
87,Ajer,BRE,DEF,4.5,2.176,1.646,47.9,0.526,1,1.7,True,2.0,1,2.18;1.73;2.23;1.59;1.76;1.83,11.32,14.3,0.6,0.0
209,Johnson,EVE,MID,6.0,2.153,1.565,49.9,0.5,1,2.1,True,1.711,0,2.15;2.03;2.23;2.14;2.15;2.05,12.75,9.6,0.6,0.0
295,McBurnie,HUL,FWD,5.5,2.138,1.865,39.7,0.425,1,1.8,False,2.0,0,2.14;1.83;2.06;1.94;1.96;2.03,11.96,13.1,1.3,0.1
214,Kamada,CRY,MID,5.0,2.124,1.462,51.8,0.579,1,1.5,True,1.763,1,2.12;2.22;2.15;2.18;2.08;2.23,12.98,9.1,0.5,0.0
448,Burn,NEW,DEF,5.0,2.111,1.767,57.4,0.658,1,2.2,True,2.447,1,2.11;2.22;1.98;1.90;2.41;2.17,12.79,11.4,0.7,0.1
452,Bruno G.,ARS,MID,7.0,2.088,1.734,45.6,0.533,1,1.8,True,4.053,1,2.09;2.06;2.14;2.09;2.06;2.11,12.55,11.9,0.8,0.1
347,Nmecha,LEE,FWD,5.5,2.086,1.742,33.2,0.263,1,1.8,True,1.921,0,2.09;2.19;2.15;2.26;2.18;2.49,13.36,13.8,1.2,0.1
447,Botman,NEW,DEF,5.0,2.08,1.829,48.5,0.553,1,2.2,True,2.342,1,2.08;2.14;1.95;1.86;2.29;2.08,12.4,13.2,0.9,0.1
420,Yoro,MUN,DEF,5.0,2.074,1.569,47.2,0.474,1,2.2,True,1.474,1,2.07;2.26;2.03;1.88;2.01;2.31,12.56,12.9,0.5,0.0
