element,web_name,team,pos,price,xp,sd,xmins,p_start,n_fix,fpl_ep_next,matched_prior,naive_recent6,eligible,xp_next,xp_total,p6,p10,p15
432,Mainoo,MUN,MID,5.5,3.079,1.531,74.7,0.854,1,2.5,True,2.5,0,3.08;3.17;3.11;3.27;3.02;3.09,18.74,11.4,1.6,0.1
37,Lindelöf,AVL,DEF,4.5,3.075,1.966,81.8,0.966,1,0.0,True,0.0,0,3.07;3.32;3.13;2.91;2.63;2.57,17.63,22.5,1.1,0.0
423,Shaw,MUN,DEF,4.5,3.062,1.968,82.6,0.984,1,1.5,True,1.5,1,3.06;2.68;3.01;3.62;2.77;2.89,18.03,21.2,1.5,0.0
593,Dedić,NEW,DEF,4.5,3.059,1.986,78.9,0.939,1,6.0,False,6.0,0,3.06;2.94;3.68;3.33;3.50;2.84,19.35,22.9,1.4,0.1
233,Mykolenko,EVE,DEF,4.5,3.056,1.933,83.0,0.988,1,5.0,True,5.0,1,3.06;3.36;3.66;3.30;2.93;2.67,18.98,18.9,1.6,0.0
372,Mac Allister,LIV,MID,5.5,3.052,1.741,77.7,0.902,1,1.5,True,1.5,1,3.05;3.33;3.00;3.26;3.05;3.29,18.98,13.4,0.9,0.1
529,Roefs,SUN,GKP,5.0,3.05,1.47,82.9,0.987,1,3.5,True,3.5,1,3.05;3.19;2.67;3.43;2.93;3.53,18.8,16.5,0.0,0
265,Berge,FUL,MID,5.0,3.049,1.543,82.4,0.976,1,2.0,True,2.0,1,3.05;3.01;3.12;2.97;3.09;2.97,18.21,11.6,0.6,0.1
385,Trafford,LEE,GKP,5.0,3.03,1.45,79.5,0.947,1,6.0,True,6.0,0,3.03;3.40;3.35;2.80;3.22;3.67,19.47,15.5,0.0,0
419,Martinez,MUN,DEF,5.0,3.029,1.938,81.0,0.952,1,0.5,True,0.5,0,3.03;2.66;2.98;3.56;2.74;2.86,17.83,20.1,1.3,0.0
57,Petrović,BOU,GKP,4.5,3.028,1.498,83.0,0.988,1,2.5,True,2.5,1,3.03;3.30;3.30;2.73;3.98;2.84,19.18,17.4,0.0,0
309,Núñez,IPS,MID,5.0,3.003,1.948,68.5,0.815,1,3.0,False,3.0,0,3.00;2.72;2.80;2.98;2.77;2.94,17.21,16.6,1.4,0.2
224,Nketiah,CRY,FWD,5.5,2.998,2.207,56.9,0.62,1,1.5,True,1.5,0,3.00;2.92;2.86;3.09;3.01;3.18,18.06,23.6,3.4,0.3
496,Kinsky,TOT,GKP,4.5,2.972,1.569,76.5,0.911,1,1.5,True,1.5,0,2.97;3.27;3.17;2.47;3.41;2.38,17.67,18.9,0.0,0
47,Kamara,AVL,MID,5.0,2.971,1.42,81.2,0.961,1,2.0,True,2.0,0,2.97;3.14;3.06;3.06;2.98;3.08,18.29,9.7,0.4,0.0
161,Lavia,CHE,MID,5.0,2.957,2.204,60.1,0.67,1,4.0,True,4.0,0,2.96;2.70;2.58;2.68;2.64;2.86,16.42,19.4,2.2,0.2
330,Bogle,LEE,DEF,4.5,2.949,2.161,81.9,0.968,1,4.0,True,4.0,1,2.95;3.40;3.30;2.93;3.26;3.59,19.43,18.9,2.2,0.2
306,Greaves,IPS,DEF,4.0,2.948,2.081,81.0,0.964,1,0.5,False,0.5,0,2.95;2.53;2.93;3.26;2.18;3.31,17.16,20.9,1.7,0.1
222,Strand Larsen,CRY,FWD,6.0,2.926,1.902,71.8,0.809,1,1.5,True,1.5,1,2.93;2.87;2.83;3.00;2.93;3.06,17.62,20.7,2.3,0.2
183,Rudoni,COV,MID,5.0,2.91,1.935,65.0,0.704,1,2.0,False,2.0,0,2.91;3.08;2.91;3.07;2.97;3.11,18.05,15.8,1.5,0.1
190,Tchaouna,COV,MID,5.5,2.872,1.761,74.1,0.846,1,1.5,True,1.5,0,2.87;3.04;2.90;3.04;2.96;3.08,17.89,14.0,1.0,0.1
564,Scherpen,IPS,GKP,4.5,2.872,1.465,68.8,0.819,1,2.0,True,2.0,0,2.87;2.61;2.94;3.15;2.28;3.22,17.07,14.5,0.0,0
337,Aaronson,LEE,MID,5.5,2.864,1.9,65.3,0.737,1,2.0,True,2.0,1,2.86;3.02;2.93;3.17;3.06;2.92,17.96,15.5,1.3,0.1
28,Martinez,CHE,GKP,5.0,2.838,1.356,80.0,0.952,1,1.0,True,1.0,1,2.84;3.91;3.03;3.25;3.44;3.92,20.39,13.1,0.0,0
144,Gusto,CHE,DEF,5.0,2.837,2.292,83.3,0.99,1,1.0,True,1.0,1,2.84;3.70;2.78;3.05;3.21;3.82,19.4,18.4,2.9,0.3
562,Maeda,IPS,MID,5.5,2.834,2.169,59.5,0.708,1,2.0,False,2.0,0,2.83;2.51;2.58;2.80;2.59;2.74,16.05,18.5,1.9,0.2
567,Horníček,NEW,GKP,5.0,2.825,1.451,71.7,0.854,1,4.0,False,4.0,0,2.82;2.75;3.41;3.13;3.19;2.65,17.95,14.5,0.0,0
377,Munoz,LIV,MID,6.5,2.821,1.875,66.0,0.718,1,5.0,False,5.0,0,2.82;3.15;2.80;3.11;2.85;3.11,17.84,14.9,1.3,0.1
145,Fofana,CHE,DEF,5.0,2.812,1.924,76.8,0.887,1,0.0,True,0.0,0,2.81;3.68;2.85;3.08;3.24;3.75,19.41,19.2,1.2,0.1
558,Schlager,NFO,MID,5.0,2.807,1.797,60.2,0.628,1,2.5,False,2.5,0,2.81;2.64;2.68;2.57;3.03;2.56,16.29,13.5,1.1,0.1
522,Gray,TOT,MID,5.0,2.805,1.641,73.3,0.838,1,2.0,True,2.0,0,2.80;2.94;2.96;2.81;2.88;2.74,17.13,12.2,0.8,0.1
534,Hume,SUN,DEF,4.5,2.804,2.116,83.6,0.994,1,4.0,True,4.0,1,2.80;3.29;2.48;3.30;2.66;3.34,17.87,19.0,1.9,0.2
1,Raya,ARS,GKP,6.0,2.773,1.524,83.0,0.988,1,6.0,True,6.0,1,2.77;3.34;2.68;3.12;3.08;3.40,18.39,18.2,0.0,0
541,Meunier,SUN,DEF,4.5,2.766,1.958,78.6,0.936,1,3.5,False,3.5,0,2.77;3.17;2.45;3.21;2.64;3.26,17.5,16.5,1.3,0.1
545,Sadiki,SUN,MID,5.0,2.766,1.428,82.1,0.978,1,2.5,True,2.5,1,2.77;3.12;2.77;2.94;2.73;2.89,17.22,9.8,0.4,0.0
11,Mosquera,ARS,DEF,5.5,2.76,1.82,76.9,0.889,1,6.0,True,6.0,0,2.76;3.24;2.65;3.06;2.99;3.32,18.02,15.1,1.0,0.0
320,Akpom,IPS,FWD,5.0,2.734,2.083,40.5,0.321,1,3.0,False,3.0,0,2.73;2.42;2.45;2.64;2.55;2.58,15.37,23.1,2.9,0.2
498,Senesi,TOT,DEF,6.0,2.717,1.846,59.3,0.706,1,1.5,True,1.5,1,2.72;3.00;2.94;2.39;3.05;2.28,16.38,17.1,1.2,0.1
405,N.Gonzalez,NEW,MID,5.5,2.712,1.507,69.6,0.782,1,1.0,True,1.0,0,2.71;2.64;2.77;2.66;2.83;2.63,16.24,10.6,0.6,0.0
281,Drameh,HUL,DEF,4.0,2.697,1.873,60.7,0.636,1,1.0,False,1.0,0,2.70;2.08;2.28;2.75;2.47;2.48,14.76,21.1,1.1,0.1
551,Angulo,SUN,MID,5.0,2.683,1.795,67.6,0.763,1,4.0,True,4.0,0,2.68;3.22;2.73;2.91;2.64;2.82,17.0,13.5,1.0,0.1
173,Thomas,COV,DEF,4.0,2.666,1.82,81.2,0.967,1,5.5,False,5.5,0,2.67;3.44;3.43;3.48;3.60;3.75,20.37,13.4,1.0,0.1
536,Reinildo,SUN,DEF,4.5,2.628,1.745,82.9,0.982,1,3.5,True,3.5,1,2.63;2.92;2.27;3.06;2.50;3.13,16.51,15.7,0.9,0.0
148,Hato,CHE,DEF,4.5,2.625,1.953,82.5,0.977,1,2.5,True,2.5,0,2.62;3.59;2.68;2.93;3.10;3.66,18.58,15.5,1.5,0.1
142,James,CHE,DEF,5.5,2.588,2.091,70.1,0.782,1,0.5,True,0.5,1,2.59;3.25;2.52;2.74;2.86;3.35,17.31,13.1,2.0,0.2
64,Smith,BOU,DEF,4.5,2.575,1.77,82.6,0.978,1,1.0,True,1.0,0,2.57;2.85;2.89;2.28;3.54;2.40,16.53,16.6,0.8,0.0
176,Dasilva,COV,DEF,4.0,2.556,1.992,81.8,0.973,1,1.5,False,1.5,0,2.56;3.35;3.31;3.39;3.49;3.66,19.76,15.0,1.4,0.2
7,Lewis-Skelly,ARS,MID,5.5,2.533,1.574,66.5,0.726,1,3.0,True,3.0,0,2.53;2.54;2.47;2.54;2.48;2.59,15.15,10.9,0.7,0.0
327,Bijol,LEE,DEF,5.0,2.504,1.757,64.6,0.746,1,5.5,True,5.5,1,2.50;2.83;2.77;2.44;2.71;3.00,16.25,15.3,0.8,0.1
194,Thomas-Asante,COV,FWD,5.0,2.5,1.796,49.1,0.465,1,1.5,False,1.5,0,2.50;2.59;2.41;2.58;2.45;2.58,15.11,17.3,1.6,0.1
570,Palacios,FUL,MID,5.5,2.491,1.809,62.8,0.748,1,1.5,False,1.5,0,2.49;2.47;2.60;2.36;2.49;2.36,14.77,13.7,1.0,0.1
588,Khalaili,CRY,DEF,5.0,2.485,1.729,59.3,0.615,1,1.5,False,1.5,0,2.49;2.82;2.32;2.77;2.28;2.57,15.25,17.6,0.8,0.1
175,van Ewijk,COV,DEF,4.0,2.483,1.849,82.1,0.978,1,1.5,False,1.5,0,2.48;3.28;3.25;3.31;3.43;3.58,19.33,13.5,1.2,0.1
577,Tomiyasu,CRY,DEF,4.5,2.46,1.725,61.3,0.645,1,1.0,False,1.0,0,2.46;2.81;2.29;2.75;2.25;2.54,15.1,17.8,0.7,0.1
345,Tanaka,LEE,MID,4.9,2.459,1.567,56.2,0.578,1,0.5,True,0.5,0,2.46;2.57;2.51;2.66;2.60;2.51,15.31,10.2,0.7,0.0
460,Willock,NEW,MID,5.0,2.456,1.672,56.4,0.581,1,4.5,True,4.5,0,2.46;2.38;2.48;2.37;2.57;2.37,14.63,11.6,0.8,0.1
201,Muñoz,NFO,DEF,5.4,2.45,2.074,48.8,0.581,1,0.0,True,0.0,1,2.45;2.04;2.35;1.85;2.24;2.11,13.04,17.9,1.8,0.1
153,Disasi,CRY,DEF,4.5,2.448,1.925,64.2,0.742,1,0.5,True,0.5,1,2.45;2.84;2.25;2.78;2.21;2.54,15.07,14.5,1.0,0.1
110,Rushworth,COV,GKP,4.5,2.436,1.264,78.9,0.94,1,1.5,True,1.5,0,2.44;3.16;3.21;3.20;3.36;3.46,18.83,10.9,0.0,0
586,Mendy,HUL,DEF,4.0,2.429,1.972,53.4,0.636,1,8.0,False,8.0,0,2.43;1.84;2.03;2.48;2.20;2.22,13.2,16.2,1.2,0.1
269,Sessegnon,FUL,DEF,4.5,2.382,1.822,51.5,0.553,1,1.0,True,1.0,1,2.38;2.19;2.37;2.41;2.64;2.41,14.4,15.3,1.0,0.1
242,George,EVE,MID,5.5,2.368,1.824,48.7,0.499,1,2.5,True,2.5,0,2.37;2.24;2.24;2.13;2.29;2.46,13.73,13.3,1.1,0.1
149,Colwill,CHE,DEF,5.0,2.36,1.826,72.1,0.852,1,0.5,True,0.5,0,2.36;3.19;2.41;2.62;2.77;3.25,16.6,12.5,1.0,0.1
597,Suzuki,AVL,GKP,5.0,2.341,1.381,55.8,0.665,1,1.0,False,1.0,0,2.34;2.46;2.35;2.19;2.01;1.94,13.29,11.1,0.0,0
287,Millar,HUL,MID,5.0,2.331,1.84,42.6,0.353,1,3.0,False,3.0,0,2.33;2.17;2.21;2.30;2.23;2.27,13.51,12.6,1.1,0.1
420,Yoro,MUN,DEF,4.9,2.298,1.695,53.6,0.547,1,0.5,True,0.5,0,2.30;2.12;2.28;2.63;2.13;2.21,13.67,15.3,0.6,0.1
463,Woltemade,NEW,FWD,5.9,2.27,1.749,46.5,0.488,1,2.0,True,2.0,1,2.27;2.18;2.21;2.11;2.36;2.19,13.32,13.8,1.3,0.1
209,Johnson,EVE,MID,5.9,2.263,1.658,50.2,0.492,1,1.0,True,1.0,0,2.26;2.17;2.18;2.08;2.20;2.33,13.22,10.8,0.8,0.0
51,George Hemmings,AVL,MID,4.5,2.251,1.48,59.1,0.687,1,2.0,True,2.0,0,2.25;2.42;2.35;2.37;2.30;2.40,14.09,9.2,0.5,0.0
371,Gravenberch,LIV,MID,6.0,2.242,1.283,61.6,0.712,1,3.0,True,3.0,1,2.24;2.40;2.19;2.34;2.22;2.36,13.75,7.1,0.3,0.0
71,Cook,BOU,MID,5.0,2.236,1.316,59.1,0.646,1,3.0,True,3.0,0,2.24;2.29;2.36;2.20;2.40;2.25,13.74,7.5,0.3,0.0
182,Amenda,COV,DEF,4.0,2.225,1.779,77.5,0.923,1,1.0,False,1.0,0,2.22;2.97;2.95;3.00;3.11;3.26,17.51,12.4,0.9,0.1
628,Allan,MCI,MID,6.0,2.193,1.616,50.2,0.55,1,2.2,False,2.0,0,2.19;2.17;2.32;2.20;2.19;2.16,13.23,10.5,0.6,0.1
316,Emersonn,IPS,FWD,5.5,2.188,1.991,40.6,0.483,1,3.8,False,5.0,0,2.19;1.90;1.92;2.11;2.02;2.04,12.18,12.5,1.5,0.1
347,Nmecha,LEE,FWD,5.5,2.158,1.804,33.4,0.267,1,2.0,True,2.0,0,2.16;2.27;2.19;2.50;2.34;2.13,13.59,14.7,1.4,0.1
598,Elvedi,LEE,DEF,4.5,2.108,1.588,56.5,0.571,1,0.5,False,0.5,0,2.11;2.37;2.32;2.07;2.28;2.49,13.64,7.7,0.5,0.0
452,Bruno G.,ARS,MID,6.9,2.0,1.772,42.1,0.48,1,0.5,True,0.5,1,2.00;1.96;1.93;1.98;1.91;2.03,11.81,12.2,0.8,0.1
575,Yirenkyi,COV,MID,5.0,1.996,1.614,53.4,0.636,1,2.0,False,2.0,0,2.00;2.13;2.01;2.13;2.06;2.16,12.49,10.9,0.6,0.0
31,Konsa,ARS,DEF,4.4,1.992,1.652,57.7,0.677,1,0.5,True,0.5,1,1.99;2.35;1.91;2.21;2.16;2.40,13.02,12.4,0.5,0.0
151,Acheampong,CHE,DEF,4.5,1.959,1.73,54.3,0.585,1,2.0,True,2.0,0,1.96;2.49;1.95;2.11;2.21;2.55,13.27,8.6,0.7,0.1
429,Rashford,MUN,MID,7.0,1.953,1.58,47.0,0.55,1,1.5,True,1.5,0,1.95;2.07;1.98;2.12;1.90;1.98,12.0,9.9,0.5,0.0
611,Wan-Bissaka,AVL,DEF,4.5,1.921,1.454,50.7,0.581,1,1.7,True,1.0,1,1.92;2.06;1.95;1.82;1.66;1.62,11.03,11.4,0.3,0.0
167,Delap,NFO,FWD,5.5,1.906,1.647,35.1,0.316,1,0.5,True,0.5,0,1.91;1.81;1.78;1.77;2.21;1.71,11.19,11.8,0.9,0.1
241,McNeil,CRY,MID,5.5,1.889,1.431,43.2,0.459,1,1.5,True,1.5,0,1.89;1.91;1.82;1.96;1.87;1.96,11.41,8.0,0.4,0.0
369,Ngumoha,LIV,MID,5.9,1.881,1.448,38.6,0.369,1,1.5,True,1.5,0,1.88;2.08;1.88;2.07;1.91;2.07,11.89,7.9,0.4,0.0
439,Šeško,MUN,FWD,7.0,1.874,1.619,33.7,0.308,1,1.0,True,1.0,0,1.87;2.06;1.92;2.01;1.85;1.93,11.64,10.9,0.8,0.0
262,Smith Rowe,FUL,MID,5.5,1.862,1.545,36.6,0.339,1,0.5,True,0.5,1,1.86;1.86;1.94;1.76;1.84;1.76,11.02,8.8,0.5,0.0
280,Coyle,HUL,DEF,4.0,1.862,1.654,47.6,0.566,1,2.2,False,3.0,0,1.86;1.36;1.52;1.91;1.68;1.68,10.01,11.7,0.6,0.0
102,Yarmoliuk,BRE,MID,5.0,1.852,1.201,47.0,0.5,1,1.0,True,1.0,1,1.85;1.68;1.77;1.75;1.83;1.72,10.6,5.7,0.2,0.0
56,Abraham,AVL,FWD,5.5,1.833,1.47,31.0,0.218,1,0.5,True,0.5,0,1.83;2.01;1.95;2.00;1.95;2.09,11.83,10.4,0.6,0.0
605,Yalcouyé,BHA,MID,4.5,1.83,1.729,38.3,0.447,1,4.5,True,4.5,0,1.83;1.70;2.18;1.81;1.83;1.83,11.18,11.3,0.7,0.1
422,Mazraoui,MUN,DEF,4.5,1.778,1.486,44.8,0.472,1,1.0,True,1.0,0,1.78;1.62;1.76;2.05;1.64;1.70,10.55,10.5,0.4,0.0
166,N.Jackson,AVL,FWD,6.5,1.716,1.529,41.4,0.493,1,1.0,True,1.0,0,1.72;1.91;1.84;1.90;1.85;2.00,11.22,7.7,0.6,0.0
328,Struijk,BHA,DEF,5.0,1.699,1.66,40.3,0.474,1,0.0,True,0.0,1,1.70;1.69;1.70;1.78;1.65;1.50,10.02,9.5,0.6,0.0
527,Richarlison,TOT,FWD,5.9,1.693,1.518,33.9,0.334,1,1.0,True,1.0,1,1.69;1.78;1.82;1.78;1.70;1.71,10.48,8.7,0.6,0.0
585,Herrington,HUL,DEF,4.0,1.684,1.206,33.7,0.215,1,1.0,False,1.0,0,1.68;1.45;1.53;1.70;1.59;1.60,9.55,7.6,0.2,0.0
506,Udogie,TOT,DEF,4.5,1.66,1.386,43.2,0.46,1,1.0,True,1.0,0,1.66;1.83;1.79;1.43;1.88;1.37,9.96,9.4,0.3,0.0
619,Palacios,IPS,MID,5.0,1.617,1.233,24.7,0.074,1,1.5,False,1.0,0,1.62;1.52;1.53;1.59;1.55;1.57,9.38,4.9,0.3,0.0
42,Guessand,CRY,MID,5.5,1.597,1.308,33.3,0.308,1,1.0,True,1.0,0,1.60;1.60;1.55;1.65;1.58;1.65,9.63,6.2,0.3,0.0
188,Torp,COV,MID,5.5,1.595,1.17,25.9,0.093,1,1.0,False,1.0,0,1.59;1.64;1.57;1.64;1.59;1.64,9.67,4.4,0.2,0.0
576,Stroud,HUL,MID,5.0,1.582,1.433,40.1,0.478,1,1.5,False,1.5,0,1.58;1.45;1.48;1.57;1.50;1.53,9.11,7.9,0.3,0.0
155,Enzo,CHE,MID,6.9,1.558,1.822,25.8,0.292,1,0.5,True,0.5,1,1.56;1.35;1.30;1.36;1.32;1.46,8.35,11.8,0.8,0.1
580,Charles,FUL,MID,5.0,1.553,1.152,24.0,0.063,1,1.0,False,1.0,0,1.55;1.56;1.60;1.49;1.53;1.49,9.22,4.3,0.2,0.0
185,Sakamoto,COV,MID,5.0,1.537,1.29,30.9,0.248,1,0.5,False,0.5,0,1.54;1.61;1.53;1.60;1.55;1.62,9.45,5.9,0.3,0.0
323,McAteer,IPS,MID,4.5,1.536,1.168,22.4,0.038,1,1.0,False,1.0,0,1.54;1.45;1.46;1.51;1.48;1.49,8.93,4.3,0.2,0.0
600,Osman,BHA,MID,5.0,1.511,1.105,23.1,0.048,1,1.0,False,1.0,0,1.51;1.45;1.67;1.50;1.51;1.52,9.16,3.9,0.2,0.0
457,J.Murphy,NEW,MID,5.9,1.502,1.327,29.3,0.25,1,0.5,True,0.5,0,1.50;1.45;1.50;1.44;1.57;1.45,8.91,6.2,0.3,0.0
584,Hamer,COV,MID,5.5,1.498,1.1,22.9,0.045,1,1.0,False,1.0,0,1.50;1.53;1.47;1.53;1.49;1.53,9.05,3.8,0.2,0.0
25,Gyökeres,ARS,FWD,7.4,1.485,1.55,25.1,0.241,1,0.0,True,0.0,1,1.48;1.41;1.43;1.44;1.38;1.46,8.6,7.2,0.5,0.0
617,Cho,HUL,MID,5.0,1.484,1.113,21.4,0.022,1,1.5,False,1.0,0,1.48;1.44;1.45;1.47;1.45;1.47,8.76,3.9,0.2,0.0
553,Isidor,SUN,FWD,5.5,1.472,1.327,22.6,0.128,1,4.5,True,4.5,0,1.47;1.81;1.53;1.59;1.45;1.53,9.38,7.4,0.4,0.0
616,Bouaddi,MCI,MID,5.5,1.467,1.059,21.9,0.03,1,2.0,False,1.0,0,1.47;1.50;1.52;1.50;1.47;1.48,8.94,3.5,0.2,0.0
248,Beto,EVE,FWD,5.4,1.464,1.421,20.4,0.108,1,1.0,True,1.0,0,1.46;1.36;1.34;1.29;1.41;1.55,8.41,8.0,0.5,0.0
415,Dorgu,MUN,MID,5.9,1.44,1.353,31.0,0.296,1,0.5,True,0.5,0,1.44;1.53;1.46;1.55;1.41;1.46,8.85,6.7,0.3,0.0
232,O'Brien,EVE,DEF,4.9,1.427,1.464,39.0,0.453,1,0.0,True,0.0,1,1.43;1.54;1.67;1.51;1.37;1.27,8.79,7.5,0.3,0.0
74,Brooks,BOU,MID,5.0,1.422,1.512,22.4,0.153,1,0.5,True,0.5,0,1.42;1.47;1.56;1.40;1.51;1.46,8.82,7.8,0.5,0.0
589,Gourna-Douath,HUL,MID,5.0,1.419,1.223,26.8,0.2,1,0.5,False,0.5,0,1.42;1.34;1.36;1.41;1.37;1.39,8.29,5.2,0.2,0.0
519,Gallagher,TOT,MID,5.4,1.401,1.206,36.7,0.414,1,0.0,True,0.0,1,1.40;1.47;1.48;1.41;1.44;1.37,8.57,5.5,0.2,0.0
17,Merino,ARS,MID,5.9,1.392,1.409,24.3,0.201,1,1.0,True,1.0,0,1.39;1.36;1.35;1.37;1.33;1.40,8.2,7.0,0.3,0.0
592,Ouattara,IPS,DEF,4.0,1.392,0.977,25.8,0.09,1,1.0,False,1.0,0,1.39;1.31;1.36;1.42;1.27;1.42,8.17,3.6,0.1,0.0
108,Wilson,BRE,FWD,5.5,1.391,1.347,18.6,0.081,1,1.0,True,1.0,0,1.39;1.29;1.39;1.33;1.44;1.26,8.1,7.1,0.4,0.0
119,Costinha,BHA,DEF,4.5,1.385,1.033,26.3,0.099,1,0.5,False,0.5,0,1.39;1.37;1.43;1.40;1.37;1.33,8.29,4.2,0.1,0.0
247,Hackney,EVE,MID,5.5,1.385,1.203,26.3,0.193,1,2.0,False,2.0,0,1.38;1.33;1.33;1.28;1.35;1.42,8.09,5.0,0.2,0.0
583,Chavarria,CHE,DEF,5.0,1.352,0.999,26.3,0.098,1,1.0,False,1.0,0,1.35;1.44;1.32;1.36;1.38;1.47,8.32,3.3,0.1,0.0
186,Mason-Clark,COV,MID,5.5,1.352,1.337,34.4,0.409,1,0.5,False,0.5,0,1.35;1.44;1.36;1.44;1.39;1.46,8.44,6.8,0.2,0.0
512,Kudus,TOT,MID,6.5,1.351,1.252,33.5,0.389,1,0.5,True,0.5,0,1.35;1.43;1.44;1.37;1.39;1.32,8.3,5.8,0.2,0.0
389,Matheus N.,MCI,DEF,6.0,1.349,1.24,30.9,0.353,1,0.4,True,0.5,1,1.35;1.03;1.41;1.07;1.35;1.16,7.37,5.8,0.2,0.0
140,Sánchez,CHE,GKP,4.9,1.345,0.991,42.9,0.511,1,1.0,True,1.0,1,1.34;1.88;1.44;1.55;1.65;1.89,9.75,3.7,0.0,0
162,Andrey Santos,MUN,MID,5.0,1.343,1.161,29.2,0.257,1,1.5,True,1.5,0,1.34;1.41;1.36;1.43;1.32;1.36,8.22,4.8,0.2,0.0
19,Zubimendi,ARS,MID,5.4,1.335,1.144,32.7,0.347,1,1.0,True,1.0,1,1.34;1.33;1.30;1.33;1.31;1.36,7.97,4.8,0.1,0.0
620,Diouf,BRE,DEF,4.5,1.325,1.283,28.8,0.331,1,1.7,True,0.0,1,1.32;0.95;1.05;1.09;1.14;1.15,6.7,5.8,0.2,0.0
160,Garnacho,AVL,MID,5.9,1.316,1.265,25.2,0.223,1,1.0,True,1.0,0,1.32;1.44;1.39;1.42;1.38;1.46,8.41,5.5,0.2,0.0
579,Araujo,LIV,DEF,5.5,1.295,0.839,24.8,0.075,1,0.5,False,0.5,0,1.29;1.35;1.22;1.27;1.24;1.31,7.68,3.0,0.0,0.0
622,Braithwaite,MCI,DEF,4.0,1.293,0.791,22.3,0.037,1,1.0,False,1.0,0,1.29;1.23;1.32;1.24;1.29;1.26,7.63,2.2,0.0,0.0
73,Adams,BOU,MID,5.0,1.275,1.003,36.8,0.396,1,1.0,True,1.0,0,1.28;1.31;1.35;1.25;1.37;1.28,7.84,3.7,0.1,0.0
136,Welbeck,CHE,FWD,5.9,1.254,1.477,18.8,0.16,1,0.0,True,0.0,1,1.25;1.06;1.05;1.09;1.05;1.14,6.64,5.8,0.4,0.0
535,Alderete,SUN,DEF,5.0,1.253,1.302,36.3,0.417,1,0.5,True,0.5,1,1.25;1.42;1.12;1.44;1.20;1.46,7.89,5.6,0.2,0.0
263,Kevin,FUL,MID,5.5,1.232,1.05,22.5,0.141,1,1.0,True,1.0,0,1.23;1.23;1.27;1.18;1.22;1.18,7.31,3.6,0.1,0.0
329,Rodon,LEE,DEF,4.5,1.23,1.271,35.5,0.417,1,1.8,True,3.5,1,1.23;1.40;1.37;1.19;1.33;1.48,8.0,5.1,0.2,0.0
478,Netz,NFO,DEF,4.5,1.206,1.048,23.6,0.18,1,1.0,True,1.0,0,1.21;1.08;1.18;1.03;1.12;1.11,6.73,4.6,0.1,0.0
125,Georginio,BHA,FWD,5.5,1.181,1.163,25.3,0.249,1,1.9,True,2.5,1,1.18;1.10;1.39;1.16;1.19;1.20,7.22,3.9,0.1,0.0
462,Steur,NEW,MID,5.0,1.164,1.03,21.9,0.142,1,1.0,False,1.0,0,1.16;1.13;1.16;1.12;1.20;1.13,6.9,3.6,0.1,0.0
497,Dubravka,TOT,GKP,4.0,1.16,0.963,28.8,0.342,1,0.0,True,0.0,1,1.16;1.26;1.23;0.99;1.31;0.96,6.91,2.7,0.0,0
331,Gudmundsson,LEE,DEF,4.5,1.14,1.285,32.8,0.385,1,0.0,True,0.0,1,1.14;1.30;1.27;1.13;1.25;1.37,7.46,5.2,0.2,0.0
91,Pinnock,COV,DEF,4.5,1.136,1.279,41.9,0.489,1,0.5,True,0.5,0,1.14;1.51;1.50;1.52;1.58;1.65,8.9,4.3,0.2,0.0
343,James,LEE,MID,5.0,1.1,1.108,20.9,0.164,1,0.5,True,0.5,0,1.10;1.15;1.12;1.21;1.16;1.11,6.85,4.2,0.1,0.0
482,Hudson-Odoi,NFO,MID,5.9,1.076,1.098,20.4,0.181,1,0.5,True,0.5,0,1.08;1.02;1.03;0.99;1.17;0.99,6.28,4.0,0.1,0.0
18,Martinelli,ARS,MID,6.4,1.074,1.203,16.5,0.087,1,0.0,True,0.0,0,1.07;1.04;1.04;1.06;1.03;1.07,6.31,5.0,0.2,0.0
29,M.Bizot,AVL,GKP,4.5,1.067,0.947,26.8,0.313,1,0.5,True,0.5,0,1.07;1.12;1.07;1.00;0.93;0.90,6.09,2.6,0.0,0
470,Morato,NFO,DEF,5.0,1.061,1.211,22.2,0.224,1,0.0,True,0.0,0,1.06;0.92;1.03;0.85;0.96;0.95,5.77,4.7,0.2,0.0
89,Henry,BRE,DEF,4.5,1.041,0.967,21.1,0.179,1,0.5,True,0.5,0,1.04;0.83;0.89;0.91;0.94;0.95,5.56,3.6,0.1,0.0
231,Keane,EVE,DEF,4.9,1.04,1.254,24.9,0.273,1,0.0,True,0.0,1,1.04;1.10;1.17;1.07;1.00;0.96,6.34,4.4,0.2,0.0
271,Muniz,FUL,FWD,5.5,1.038,1.137,19.6,0.161,1,0.5,True,0.5,0,1.04;1.05;1.09;0.96;1.00;0.96,6.1,3.7,0.1,0.0
97,Jensen,BRE,MID,5.5,1.025,1.076,20.2,0.197,1,2.2,True,3.0,1,1.03;0.92;0.99;0.96;1.03;0.93,5.86,3.6,0.1,0.0
526,Solanke,TOT,FWD,5.9,1.017,1.121,21.1,0.209,1,1.0,True,1.0,0,1.02;1.07;1.08;1.06;1.02;1.03,6.28,3.1,0.1,0.0
395,Lewis,MCI,DEF,4.5,1.0,1.143,20.1,0.199,1,0.5,True,0.5,0,1.00;0.84;1.05;0.86;1.00;0.90,5.65,3.9,0.1,0.0
